MS Zoning,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Foundation,Heating,Central Air,Electrical,Kitchen Qual,Functional,Garage Type,Garage Finish,Paved Drive,Sale Type
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
FV,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,Timber,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkCmn,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,ClearCr,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,CBlock,GasA,Y,FuseF,Gd,Min2,BuiltIn,Unf,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,RFn,Y,New
RL,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RM,Lvl,Corner,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Corner,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
RL,Lvl,Corner,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,Fin,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RL,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Min1,Attchd,RFn,Y,CWD
RL,Lvl,Inside,NWAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RM,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RL,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,HLS,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Gd,Typ,2Types,RFn,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,N,SBrkr,TA,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RL,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
FV,Lvl,Corner,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,TA,Min1,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
RL,Lvl,Inside,BrkSide,RRAn,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,FuseA,TA,Typ,Detchd,Unf,Y,WD 
C (all),Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,ConLI
RL,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,N,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RM,Bnk,Inside,IDOTRR,Artery,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseF,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,Fin,Y,New
RL,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,Stucco,None,BrkTil,GasW,N,SBrkr,TA,Maj2,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,N,FuseA,TA,Mod,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Bnk,Corner,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,N,FuseF,Fa,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,BrkSide,RRAn,Feedr,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,FuseA,TA,Typ,Detchd,Unf,P,WD 
RL,Lvl,FR2,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseA,TA,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RL,Low,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,RFn,Y,WD 
RL,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,FuseA,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,COD
RL,Lvl,Inside,Sawyer,PosA,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,FuseA,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,NAmes,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Corner,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,RFn,Y,WD 
RL,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,Ex,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,TA,Min1,Detchd,Fin,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,FuseA,Gd,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,RFn,Y,WD 
RL,Bnk,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,BrkSide,RRAn,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,ConLw
FV,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,RFn,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,BuiltIn,Fin,Y,New
RM,Lvl,Inside,OldTown,RRAn,Feedr,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,TA,Min1,Attchd,RFn,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,SBrkr,Gd,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,FR2,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,TA,Typ,Attchd,RFn,Y,WD 
RL,HLS,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,N,COD
RL,HLS,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,RFn,Y,WD 
RL,Bnk,Inside,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,P,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,FuseA,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,New
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,N,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Fa,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,BuiltIn,Fin,Y,New
RL,Bnk,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,Fin,Y,WD 
RL,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,RFn,Y,New
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,TA,Typ,Attchd,Unf,Y,WD 
RL,HLS,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,HLS,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RM,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RM,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,RFn,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N,FuseA,TA,Typ,Detchd,Unf,Y,COD
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,TA,Typ,BuiltIn,Fin,Y,WD 
RL,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Low,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,FR2,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
