MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,2nd Flr SF,Low Qual Fin SF,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,EQ_EC,BQ_BC
60,52.0,46589,1,2,3,8,7,2005,528.0,4,3,4,4,1,6,1361.0,3,180.0,88.0,1629.0,5,762,0,1.0,0.0,2,1,4,1,8,1,1994.0,711.0,3,3,517,76,0,0,0,0,0,7,2009,402000,12,16
60,85.0,10625,1,4,3,7,5,2005,0.0,4,3,4,3,1,1,0.0,1,0.0,1026.0,1026.0,5,932,0,0.0,0.0,2,1,3,1,9,1,2005.0,936.0,3,3,154,210,0,0,0,0,0,7,2008,250000,12,12
120,48.0,5911,1,4,3,9,5,2005,278.0,5,3,5,3,1,6,472.0,1,0.0,1088.0,1560.0,5,0,0,1.0,0.0,2,0,2,1,6,1,2005.0,556.0,3,3,196,56,0,0,0,0,0,3,2006,282500,15,15
20,77.0,11500,1,3,3,6,4,1967,0.0,2,3,3,2,1,4,872.0,3,60.0,108.0,1040.0,4,0,0,1.0,0.0,1,0,3,1,6,1,1967.0,480.0,3,3,0,0,156,0,0,0,0,5,2009,163000,6,6
60,65.0,12257,1,3,3,8,5,1995,513.0,4,3,4,3,3,2,56.0,5,64.0,1198.0,1318.0,5,1203,0,0.0,0.0,2,1,4,1,9,1,1995.0,752.0,3,3,222,98,0,0,0,0,0,11,2007,290000,12,12
60,82.0,9044,1,3,3,8,5,1997,526.0,4,4,4,3,1,6,1225.0,1,0.0,100.0,1325.0,5,1203,0,0.0,0.0,2,1,4,1,8,1,1996.0,933.0,3,3,198,92,0,0,0,0,0,5,2007,330000,16,12
160,21.0,1680,1,4,3,6,5,1973,504.0,3,3,3,3,1,4,254.0,1,0.0,229.0,483.0,3,504,0,1.0,0.0,1,1,2,1,5,0,1973.0,264.0,3,3,0,0,0,0,0,0,0,7,2009,111000,9,9
60,45.0,9468,1,2,3,6,5,1999,148.0,3,3,4,3,2,6,639.0,1,0.0,201.0,840.0,5,915,0,1.0,0.0,2,1,3,1,7,1,1999.0,530.0,3,3,176,73,0,0,0,0,0,8,2006,214000,9,12
20,102.0,9373,1,3,3,5,6,1953,84.0,3,3,3,3,1,3,500.0,2,196.0,456.0,1152.0,3,0,0,0.0,0.0,1,1,3,1,6,0,1971.0,636.0,3,3,0,0,0,0,0,0,0,5,2008,137500,9,9
60,70.0,7000,1,4,3,7,5,2003,0.0,4,3,4,3,2,6,622.0,1,0.0,304.0,926.0,5,868,0,1.0,0.0,2,1,3,1,7,1,2003.0,581.0,3,3,0,35,0,0,0,0,0,6,2009,240900,12,12
60,107.0,10186,1,3,3,7,5,1992,0.0,4,3,4,3,1,6,674.0,1,0.0,76.0,750.0,5,862,0,1.0,0.0,2,1,3,1,8,1,1992.0,564.0,3,3,240,39,0,0,0,0,0,6,2010,190000,12,12
20,90.0,11664,1,4,3,7,5,2002,0.0,4,3,4,3,3,6,1234.0,1,0.0,335.0,1569.0,5,0,0,1.0,0.0,2,0,3,1,6,0,2002.0,1231.0,3,3,262,93,0,0,0,0,0,9,2009,250000,12,12
20,90.0,10768,1,3,3,5,8,2004,0.0,4,4,4,3,4,5,1157.0,1,0.0,280.0,1437.0,3,0,0,1.0,0.0,2,0,3,1,6,1,1976.0,528.0,3,3,0,21,0,0,180,0,0,7,2007,218000,16,12
60,78.0,10530,1,4,3,7,6,1993,194.0,4,3,4,3,1,6,819.0,1,0.0,329.0,1148.0,5,984,0,1.0,0.0,2,1,3,1,8,1,1993.0,473.0,3,3,235,86,0,0,0,0,0,8,2007,255000,12,12
20,50.0,14859,1,3,3,7,5,2006,27.0,4,3,4,3,1,1,0.0,1,0.0,1670.0,1670.0,5,0,0,0.0,0.0,2,0,3,1,7,1,2006.0,690.0,3,3,144,60,0,0,0,0,0,8,2006,240000,12,12
20,93.0,10481,1,3,3,8,5,2007,0.0,4,3,4,3,3,1,0.0,1,0.0,2140.0,2140.0,5,0,0,0.0,0.0,2,1,3,1,8,0,2006.0,894.0,3,3,136,32,0,0,0,0,0,6,2007,360000,12,12
80,85.0,9350,1,4,3,5,8,1999,0.0,3,4,3,3,4,5,633.0,1,0.0,586.0,1219.0,4,0,0,0.0,1.0,2,0,3,1,6,1,1965.0,502.0,3,3,0,92,0,96,0,0,0,10,2008,179900,12,9
50,50.0,7000,1,4,3,6,7,1950,0.0,3,3,3,3,1,5,375.0,1,0.0,345.0,720.0,4,495,0,0.0,0.0,1,0,3,1,6,0,1965.0,720.0,3,3,0,0,30,0,0,0,0,5,2007,141000,9,9
20,87.0,10367,1,3,3,9,5,2008,284.0,5,3,5,3,2,6,1015.0,1,0.0,724.0,1739.0,5,0,0,1.0,0.0,2,0,3,1,8,1,2008.0,927.0,3,3,168,45,0,0,0,0,0,6,2009,335000,15,15
20,38.0,15240,1,3,3,5,8,2004,0.0,4,4,4,3,1,6,198.0,3,688.0,140.0,1026.0,5,0,0,1.0,0.0,1,1,3,1,5,0,1977.0,308.0,3,3,316,85,0,0,0,0,0,6,2010,150000,16,12
20,68.0,50271,1,3,3,9,5,1987,0.0,4,3,5,3,4,6,1810.0,1,0.0,32.0,1842.0,4,0,0,2.0,0.0,0,1,0,1,5,1,1981.0,894.0,3,3,857,72,0,0,0,0,0,11,2006,385000,12,15
60,85.0,13600,1,4,3,7,6,1990,176.0,3,3,3,3,1,4,454.0,1,0.0,314.0,768.0,3,800,0,0.0,0.0,2,1,3,1,7,3,1965.0,486.0,3,3,0,42,0,0,189,0,0,10,2009,205000,9,9
20,64.0,6762,1,4,3,7,5,2006,24.0,4,3,4,3,3,6,686.0,1,0.0,501.0,1187.0,5,0,0,1.0,0.0,2,0,2,1,6,0,2006.0,632.0,3,3,105,61,0,0,0,0,0,2,2010,206000,12,12
20,63.0,8500,1,4,3,7,5,2004,106.0,4,3,4,3,3,1,0.0,1,0.0,1422.0,1422.0,5,0,0,0.0,0.0,2,0,3,1,7,0,2004.0,626.0,3,3,192,60,0,0,0,0,0,11,2007,179600,12,12
20,67.0,8877,1,4,3,4,5,1951,0.0,3,3,2,2,1,2,836.0,1,0.0,0.0,836.0,3,0,0,0.0,0.0,1,0,2,1,6,0,1951.0,396.0,3,3,0,0,0,0,0,0,0,4,2006,102000,9,4
20,70.0,13300,1,4,3,5,5,2001,0.0,3,3,3,3,1,3,494.0,1,0.0,521.0,1015.0,4,0,0,1.0,0.0,1,0,2,1,6,0,2001.0,896.0,3,3,75,0,0,323,0,0,400,6,2006,159000,9,9
20,65.0,6500,1,4,3,6,6,1976,84.0,3,3,3,5,1,4,1033.0,1,0.0,94.0,1127.0,3,0,0,0.0,1.0,1,1,3,1,6,1,1991.0,480.0,3,3,0,0,138,0,0,0,0,5,2008,135000,9,15
50,75.0,9525,1,4,3,6,4,1972,0.0,3,3,3,2,1,3,444.0,1,0.0,550.0,994.0,4,639,0,0.0,0.0,2,0,4,1,7,0,1954.0,325.0,3,3,182,0,0,0,0,0,0,10,2006,136900,9,6
20,65.0,6993,1,4,3,5,7,1994,0.0,3,3,3,3,1,4,465.0,1,0.0,447.0,912.0,3,0,0,0.0,0.0,1,0,3,1,6,1,1961.0,288.0,3,3,0,0,0,0,0,0,0,6,2006,135000,9,9
60,82.0,9430,1,4,3,8,5,1999,673.0,4,3,4,3,2,6,1163.0,1,0.0,89.0,1252.0,5,1097,0,1.0,0.0,2,1,3,1,8,1,1999.0,856.0,3,3,0,128,0,0,180,0,0,7,2009,337000,12,12
160,34.0,3604,1,4,3,7,5,2007,0.0,4,3,4,3,1,1,0.0,1,0.0,689.0,689.0,5,689,0,0.0,0.0,2,0,2,1,5,0,2007.0,540.0,3,3,0,102,0,0,0,0,0,2,2008,146000,12,12
50,60.0,10320,1,4,3,6,5,1950,0.0,3,3,3,2,1,2,375.0,1,0.0,763.0,1138.0,4,1042,0,0.0,0.0,1,1,3,1,7,1,2006.0,720.0,3,3,0,0,170,0,0,0,0,5,2007,161000,9,6
120,42.0,4084,1,3,3,7,6,1986,340.0,4,3,4,3,3,6,893.0,1,0.0,384.0,1277.0,4,0,0,1.0,0.0,2,0,2,1,6,1,1986.0,512.0,3,3,240,0,0,0,0,0,0,7,2008,241500,12,12
20,61.0,7943,1,4,3,4,5,1961,192.0,3,2,3,3,2,3,903.0,1,0.0,126.0,1029.0,4,0,0,1.0,0.0,1,0,3,1,5,0,1961.0,261.0,3,3,64,0,39,0,0,0,0,4,2007,118500,6,9
80,92.0,6930,1,3,3,5,4,1958,120.0,3,3,3,3,3,4,300.0,3,294.0,468.0,1062.0,5,0,0,0.0,1.0,1,0,3,1,6,0,1958.0,288.0,3,3,168,0,294,0,0,0,0,7,2006,130000,9,9
30,60.0,7200,1,4,3,5,8,1950,279.0,3,3,3,3,1,1,0.0,1,0.0,808.0,808.0,5,0,0,0.0,0.0,1,0,2,1,5,2,1940.0,379.0,3,3,0,0,0,0,0,0,0,5,2007,130000,9,9
60,82.0,16052,1,3,3,10,5,2006,734.0,5,3,5,3,1,6,1206.0,1,0.0,644.0,1850.0,5,848,0,1.0,0.0,2,1,4,1,11,1,2006.0,736.0,3,3,250,0,0,0,0,0,0,7,2006,535000,15,15
20,65.0,7150,1,4,3,5,6,1962,60.0,3,3,3,3,1,2,140.0,4,590.0,182.0,912.0,4,0,0,0.0,1.0,1,0,3,1,6,0,1962.0,252.0,3,3,0,0,0,0,0,0,0,10,2009,123000,9,9
75,53.0,5350,1,4,3,7,8,1965,0.0,3,3,3,3,1,4,116.0,1,0.0,508.0,624.0,5,720,0,0.0,0.0,1,0,3,1,7,0,1935.0,288.0,3,3,0,192,0,0,0,0,0,3,2008,132000,9,9
30,60.0,5400,1,4,1,5,6,1968,0.0,3,3,3,3,1,1,0.0,1,0.0,1073.0,1073.0,5,0,0,0.0,0.0,1,0,2,1,4,0,1968.0,326.0,3,3,0,0,112,0,0,0,0,12,2006,108480,9,9
20,65.0,7441,1,3,3,7,5,2006,170.0,4,3,4,3,1,1,0.0,1,0.0,1461.0,1461.0,5,0,0,0.0,0.0,2,0,3,1,7,0,2006.0,566.0,3,3,0,32,0,0,0,0,0,6,2007,181000,12,12
80,88.0,15400,1,4,3,5,5,1961,0.0,3,3,3,4,1,1,0.0,1,0.0,552.0,552.0,3,611,259,0.0,0.0,2,0,4,1,8,1,1961.0,384.0,3,3,290,40,0,0,0,0,0,7,2009,165000,9,12
50,68.0,10544,1,3,2,5,5,1969,0.0,3,3,3,3,3,4,476.0,1,0.0,388.0,864.0,3,615,0,0.0,0.0,2,0,5,1,8,0,1969.0,275.0,3,3,287,0,280,0,0,0,0,4,2010,161000,9,9
20,85.0,10936,1,4,3,8,5,2006,60.0,4,3,4,3,1,1,0.0,1,0.0,1504.0,1504.0,5,0,0,0.0,0.0,2,0,3,1,7,0,2006.0,510.0,3,3,144,0,0,0,0,0,0,9,2006,199000,12,12
60,80.0,11316,1,4,3,7,5,2003,44.0,4,3,4,3,1,6,624.0,1,0.0,193.0,817.0,5,1070,0,1.0,0.0,2,1,4,1,8,1,2002.0,510.0,3,3,0,40,0,0,0,0,0,2,2010,214900,12,12
20,72.0,8640,1,4,3,8,5,2006,0.0,4,3,4,3,1,6,24.0,1,0.0,1254.0,1278.0,5,0,0,0.0,0.0,2,0,2,1,5,0,2006.0,584.0,3,3,0,60,0,0,0,0,0,10,2006,198600,12,12
60,93.0,12090,1,4,3,8,5,1998,650.0,4,3,4,3,1,1,0.0,1,0.0,1141.0,1141.0,4,1098,0,0.0,0.0,2,1,4,1,10,1,1998.0,420.0,3,3,144,123,0,0,0,0,0,7,2006,258000,12,12
80,85.0,9350,1,4,3,6,7,1991,108.0,3,3,4,3,4,2,270.0,5,580.0,452.0,1302.0,5,0,0,0.0,1.0,2,0,3,1,7,0,1964.0,309.0,3,3,333,0,0,0,0,0,0,10,2007,158000,9,12
20,128.0,13001,1,3,3,6,5,1971,176.0,3,3,3,3,2,5,492.0,4,121.0,1012.0,1625.0,3,0,0,0.0,1.0,2,0,2,1,6,1,1971.0,944.0,3,3,0,0,249,0,0,0,0,9,2007,170000,9,9
120,44.0,3843,1,3,2,8,5,2008,174.0,5,3,5,3,4,6,1476.0,1,0.0,120.0,1596.0,5,0,0,1.0,1.0,2,0,2,1,5,1,2007.0,482.0,3,3,162,53,0,153,0,0,0,6,2009,230000,15,15
120,65.0,5950,1,3,2,8,5,1989,0.0,4,3,4,3,4,6,319.0,1,0.0,1018.0,1337.0,4,0,0,1.0,0.0,2,0,2,1,5,1,1989.0,462.0,3,3,0,73,154,0,0,0,0,4,2008,188500,12,12
50,80.0,12400,1,4,2,5,6,1950,0.0,3,3,4,3,2,4,602.0,1,0.0,299.0,901.0,3,592,0,0.0,0.0,1,1,2,1,7,1,1940.0,410.0,3,3,0,0,0,0,113,0,0,2,2006,194000,9,12
20,75.0,10425,1,4,3,5,5,1958,0.0,3,3,3,3,1,3,774.0,1,0.0,330.0,1104.0,4,0,0,1.0,0.0,1,0,3,1,5,0,1956.0,384.0,3,3,0,0,0,0,0,0,0,4,2008,133000,9,9
60,68.0,8998,1,3,3,7,5,2000,120.0,4,3,4,3,2,6,527.0,1,0.0,255.0,782.0,5,870,0,0.0,0.0,2,1,3,1,6,0,2000.0,532.0,3,3,0,70,0,0,0,0,0,6,2008,207500,12,12
60,80.0,10400,1,4,3,6,7,1997,256.0,3,3,3,3,1,1,0.0,1,0.0,932.0,932.0,4,1369,0,0.0,0.0,2,1,5,1,8,1,1967.0,515.0,3,3,0,120,0,0,168,0,0,5,2009,256900,9,9
50,60.0,10134,1,4,3,5,6,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,735.0,735.0,4,299,0,0.0,0.0,1,0,2,1,5,0,1940.0,240.0,3,3,0,39,0,0,0,0,0,7,2007,109000,9,9
20,78.0,11645,1,4,3,8,5,2006,76.0,4,3,5,3,4,6,24.0,1,0.0,1474.0,1498.0,5,0,0,0.0,0.0,2,0,3,1,7,1,2005.0,844.0,3,3,144,98,0,0,0,0,0,3,2009,237000,12,15
20,60.0,8250,1,4,3,5,7,1963,0.0,3,3,3,3,1,5,288.0,1,0.0,765.0,1053.0,4,0,0,1.0,0.0,1,0,3,1,6,0,1994.0,692.0,3,3,240,0,0,0,109,0,0,7,2007,142100,9,9
20,95.0,12350,1,4,3,9,5,2008,450.0,5,3,5,3,3,6,1232.0,1,0.0,788.0,2020.0,5,0,0,1.0,0.0,2,0,3,1,7,1,2008.0,896.0,3,3,192,98,0,0,0,0,0,5,2009,404000,15,15
60,77.0,9206,1,4,3,6,5,1985,336.0,4,3,4,3,1,1,0.0,1,0.0,741.0,741.0,3,755,0,0.0,0.0,2,1,3,1,7,1,1985.0,476.0,3,3,192,46,0,0,0,0,0,6,2010,178000,12,12
120,48.0,6240,1,4,3,8,5,2006,176.0,4,3,4,3,1,6,863.0,1,0.0,461.0,1324.0,5,0,0,1.0,0.0,2,0,2,1,6,1,2006.0,550.0,3,3,192,38,0,0,0,0,0,12,2009,254000,12,12
30,68.0,9656,1,4,3,2,2,1970,0.0,3,2,2,2,1,1,0.0,1,0.0,678.0,678.0,3,0,0,0.0,0.0,1,0,2,1,5,1,1928.0,780.0,2,2,0,0,0,0,0,0,0,6,2010,12789,6,4
20,63.0,7875,1,4,3,7,5,1996,38.0,3,3,4,4,1,1,0.0,1,0.0,1237.0,1237.0,4,0,0,0.0,0.0,2,0,3,1,6,1,1995.0,402.0,3,3,220,21,0,0,0,0,0,6,2007,176000,9,16
60,111.0,16259,1,4,3,9,5,2006,370.0,3,3,5,4,3,1,0.0,1,0.0,1249.0,1249.0,5,1347,0,0.0,0.0,3,1,4,1,9,0,2006.0,840.0,3,3,240,154,0,0,0,0,0,9,2006,342643,9,20
20,75.0,12890,1,3,3,6,5,1989,128.0,3,3,4,3,1,1,0.0,1,0.0,1495.0,1495.0,5,0,0,0.0,0.0,2,0,3,1,8,1,1989.0,438.0,3,3,252,0,192,0,0,0,0,7,2008,150000,9,12
20,84.0,10440,1,4,3,8,5,2007,0.0,5,3,4,3,2,1,0.0,1,0.0,1574.0,1574.0,5,0,0,0.0,0.0,2,0,2,1,6,1,2007.0,594.0,3,3,0,256,0,0,0,0,0,5,2007,261329,15,12
20,75.0,9532,1,4,3,4,6,1953,0.0,3,3,3,3,1,4,595.0,3,354.0,156.0,1105.0,4,0,0,1.0,0.0,1,0,3,1,6,1,1953.0,280.0,3,3,225,0,0,0,0,368,0,2,2007,153000,9,9
120,53.0,3922,1,4,3,7,5,2007,72.0,4,3,5,3,3,1,0.0,1,0.0,1258.0,1258.0,5,0,0,0.0,0.0,2,0,2,1,6,1,2007.0,648.0,3,3,144,16,0,0,0,0,0,6,2007,172500,12,15
70,60.0,8730,1,4,3,6,7,2003,0.0,3,3,3,3,1,1,0.0,1,0.0,698.0,698.0,5,698,0,0.0,0.0,1,0,3,1,7,0,2003.0,384.0,3,3,0,0,0,0,259,0,0,7,2007,153575,9,9
30,60.0,6060,1,4,3,5,9,2007,0.0,4,3,3,3,1,5,737.0,1,0.0,100.0,837.0,5,0,0,0.0,0.0,1,0,2,1,5,0,1930.0,216.0,3,1,154,0,42,86,0,0,0,11,2007,124900,12,9
20,107.0,14450,1,4,3,9,5,2007,315.0,5,3,5,3,4,1,0.0,1,0.0,2121.0,2121.0,5,0,0,0.0,0.0,2,1,3,1,8,1,2007.0,732.0,3,3,124,98,0,0,142,0,0,5,2007,415298,15,15
50,60.0,5400,1,4,3,6,6,1950,0.0,2,3,3,3,1,1,0.0,1,0.0,972.0,972.0,5,0,436,0.0,0.0,1,0,3,1,6,0,1920.0,207.0,2,3,0,0,176,0,0,0,0,9,2009,119000,6,9
20,85.0,10000,1,4,3,8,5,2006,410.0,4,3,4,4,3,1,0.0,1,0.0,1588.0,1588.0,5,0,0,0.0,0.0,2,0,3,1,7,1,2006.0,825.0,3,3,144,45,0,0,0,0,0,12,2007,227000,12,16
20,72.0,10007,1,3,3,5,7,2006,54.0,4,3,3,3,1,5,806.0,1,0.0,247.0,1053.0,5,0,0,1.0,0.0,1,1,3,1,5,0,1959.0,312.0,3,3,0,0,0,0,0,0,0,8,2008,145500,12,9
30,52.0,7830,1,4,3,3,5,1950,0.0,3,3,2,3,1,2,416.0,1,0.0,76.0,492.0,3,0,0,1.0,0.0,1,0,1,1,3,0,1921.0,200.0,2,3,0,0,78,0,0,0,0,6,2006,61500,9,6
20,90.0,11727,1,4,3,7,6,1969,434.0,3,4,3,3,2,1,0.0,1,0.0,1851.0,1851.0,4,0,0,0.0,0.0,2,0,3,1,8,1,1969.0,506.0,3,3,0,146,0,0,0,0,0,3,2006,192100,12,9
190,60.0,10320,1,4,3,6,7,1965,0.0,3,4,3,3,1,3,276.0,5,262.0,160.0,698.0,5,649,0,1.0,0.0,1,1,3,1,7,0,1915.0,308.0,3,3,0,0,288,0,0,0,0,2,2009,116000,12,9
80,65.0,10482,1,4,3,6,8,1958,63.0,3,4,3,3,3,6,507.0,1,0.0,81.0,588.0,5,0,0,0.0,1.0,1,0,3,1,6,0,1958.0,264.0,3,3,224,0,0,0,0,0,0,6,2007,145000,12,9
20,110.0,15274,1,3,3,9,5,2003,724.0,4,3,5,3,1,6,1972.0,1,0.0,480.0,2452.0,5,0,0,2.0,0.0,2,0,3,1,10,1,2003.0,886.0,3,3,0,116,0,0,0,0,0,7,2009,445000,12,15
20,61.0,8800,1,3,3,5,7,2008,0.0,3,3,4,3,2,2,532.0,3,144.0,364.0,1040.0,3,0,0,0.0,0.0,2,0,3,1,5,0,1977.0,484.0,3,3,0,0,0,0,288,0,0,9,2009,150500,9,12
60,75.0,10000,1,3,3,6,5,1994,0.0,3,3,4,3,1,1,0.0,1,0.0,763.0,763.0,4,892,0,0.0,0.0,2,1,3,1,7,1,1993.0,440.0,3,3,157,84,0,0,0,0,0,4,2010,175900,9,12
20,78.0,10140,1,4,3,6,6,1974,196.0,3,3,3,3,1,5,888.0,1,0.0,228.0,1116.0,5,0,0,1.0,0.0,2,0,3,1,6,1,1974.0,528.0,3,3,0,0,0,0,0,0,0,4,2009,167900,9,9
60,58.0,14054,1,3,3,7,5,2006,0.0,4,3,4,3,3,1,0.0,1,0.0,879.0,879.0,5,984,0,0.0,0.0,2,1,4,1,9,1,2006.0,660.0,3,3,100,17,0,0,0,0,0,11,2006,219210,12,12
60,70.0,11218,1,4,3,6,5,1992,0.0,4,3,4,3,1,1,0.0,1,0.0,1055.0,1055.0,5,790,0,0.0,0.0,2,1,3,1,8,1,1992.0,462.0,3,3,635,104,0,0,0,0,400,5,2010,189000,12,12
20,74.0,8856,1,4,3,5,4,1957,143.0,3,3,3,3,1,5,621.0,2,52.0,503.0,1176.0,3,0,0,1.0,0.0,1,0,3,1,6,2,1957.0,292.0,3,3,0,88,0,0,95,0,0,5,2008,136500,9,9
20,65.0,7800,1,4,3,5,7,2008,47.0,3,3,3,3,2,4,240.0,3,474.0,150.0,864.0,5,0,0,1.0,0.0,1,0,3,1,5,0,1966.0,416.0,3,3,0,0,0,0,0,0,0,6,2010,137900,9,9
30,60.0,7200,1,4,3,5,4,2006,0.0,3,3,3,3,1,5,247.0,3,465.0,310.0,1022.0,3,0,0,1.0,0.0,1,0,2,1,4,0,1956.0,280.0,3,3,0,30,226,0,0,0,0,6,2009,85000,9,9
20,89.0,10680,1,4,3,5,3,1951,44.0,3,3,3,2,1,2,756.0,1,0.0,1380.0,2136.0,3,0,0,0.0,0.0,2,0,4,1,7,0,1951.0,528.0,3,3,0,30,0,0,0,0,0,10,2006,137900,9,6
60,59.0,9535,1,3,3,6,5,1998,0.0,3,3,4,3,4,6,851.0,1,0.0,75.0,926.0,5,678,0,0.0,0.0,2,1,3,1,7,0,1998.0,472.0,3,3,100,82,0,0,0,0,0,5,2008,195500,9,12
70,66.0,6858,1,4,3,6,4,1950,0.0,3,3,4,3,1,1,0.0,1,0.0,806.0,806.0,3,806,0,1.0,0.0,1,1,4,1,6,0,1920.0,216.0,3,3,0,66,136,0,0,0,0,5,2010,128000,9,12
20,75.0,8100,1,4,3,5,8,2007,0.0,3,4,3,3,1,5,764.0,1,0.0,100.0,864.0,5,0,0,1.0,0.0,1,0,3,1,5,1,1962.0,420.0,3,3,132,0,0,0,0,0,0,7,2008,135000,12,9
40,50.0,9100,1,4,3,5,6,1960,0.0,3,3,3,3,1,1,0.0,1,0.0,742.0,742.0,3,0,156,0.0,0.0,1,0,2,1,4,0,1988.0,308.0,3,3,0,0,0,0,0,0,600,8,2008,79500,9,9
60,67.0,12774,1,4,3,7,5,2004,95.0,4,3,4,3,3,1,0.0,1,0.0,835.0,835.0,5,828,0,0.0,0.0,2,1,3,1,8,0,2003.0,478.0,3,3,168,68,0,0,0,0,0,7,2008,192500,12,12
50,50.0,6000,1,4,3,5,7,1970,0.0,3,5,3,3,1,4,384.0,1,0.0,384.0,768.0,3,560,0,0.0,0.0,1,1,3,1,6,0,1950.0,308.0,3,3,0,12,0,0,0,0,0,3,2009,129500,15,9
50,50.0,6000,1,4,3,6,5,1950,0.0,3,3,3,3,1,2,264.0,1,0.0,475.0,739.0,5,468,0,0.0,0.0,2,0,2,2,7,1,1939.0,240.0,3,3,0,0,0,0,0,0,0,4,2008,105000,9,9
20,75.0,9525,1,4,3,5,6,2006,0.0,3,3,4,3,1,1,0.0,1,0.0,1099.0,1099.0,5,0,0,0.0,0.0,1,1,3,1,6,0,1999.0,352.0,3,3,278,0,0,0,0,0,0,6,2008,144000,9,12
85,82.0,8410,1,3,3,6,6,1974,0.0,3,3,4,3,3,5,924.0,1,0.0,46.0,970.0,3,0,0,1.0,0.0,1,0,2,1,5,1,1974.0,528.0,3,3,193,0,0,0,0,0,0,4,2007,143000,9,12
120,42.0,4385,1,3,3,9,5,2001,0.0,4,3,5,3,3,6,964.0,1,0.0,455.0,1419.0,5,0,0,1.0,0.0,1,1,2,1,5,1,2001.0,588.0,3,3,155,58,0,0,0,0,0,9,2008,290000,12,15
20,100.0,12919,1,3,3,9,5,2010,760.0,5,3,5,3,4,6,2188.0,1,0.0,142.0,2330.0,5,0,0,1.0,0.0,2,1,2,1,11,2,2009.0,820.0,3,3,0,67,0,0,0,0,0,3,2010,611657,15,15
20,82.0,12464,1,2,2,5,5,1996,0.0,3,4,4,3,1,6,732.0,1,0.0,308.0,1040.0,4,0,0,1.0,0.0,1,0,3,1,6,0,2000.0,576.0,3,3,168,0,0,0,0,0,0,11,2009,152000,12,12
120,43.0,5005,1,3,3,8,5,1992,0.0,4,3,4,3,1,5,263.0,1,0.0,1017.0,1280.0,5,0,0,0.0,0.0,2,0,2,1,5,0,1992.0,506.0,3,3,0,82,0,0,144,0,0,1,2010,191500,12,12
60,76.0,9591,1,4,3,8,5,2005,344.0,4,3,5,3,3,1,0.0,1,0.0,1143.0,1143.0,5,1330,0,0.0,0.0,2,1,4,1,9,1,2004.0,852.0,3,3,192,151,0,0,0,0,0,10,2007,317000,12,15
50,70.0,6960,1,4,3,7,8,1998,0.0,3,3,3,3,1,5,258.0,1,0.0,422.0,680.0,5,504,0,0.0,0.0,1,1,2,1,6,2,1940.0,224.0,3,3,0,0,0,0,126,0,0,7,2007,165250,9,9
20,75.0,9825,1,4,3,5,5,1966,0.0,3,3,3,3,1,3,609.0,1,0.0,483.0,1092.0,3,0,0,0.0,0.0,1,0,3,1,6,0,1966.0,264.0,3,3,259,0,0,0,161,0,0,4,2008,123000,9,9
20,88.0,14175,1,4,3,6,8,1956,0.0,3,3,3,4,4,6,776.0,1,0.0,212.0,988.0,3,0,0,1.0,0.0,1,0,1,1,4,1,1956.0,621.0,3,3,102,89,231,0,0,0,0,6,2008,185000,9,12
20,74.0,7400,1,4,3,7,6,1962,0.0,3,3,3,3,1,2,809.0,1,0.0,236.0,1045.0,4,0,0,1.0,0.0,1,0,3,1,6,0,1962.0,528.0,3,3,0,0,0,0,0,0,0,3,2006,120000,9,9
20,88.0,10738,1,3,3,6,7,1966,0.0,3,3,3,3,1,5,792.0,1,0.0,301.0,1093.0,4,0,0,1.0,0.0,2,0,3,1,6,1,1966.0,484.0,3,3,224,0,0,0,0,0,400,11,2007,158500,9,9
60,65.0,8366,1,3,3,6,5,2004,0.0,4,3,4,3,1,1,0.0,1,0.0,798.0,798.0,5,842,0,0.0,0.0,2,1,3,1,6,0,2004.0,520.0,3,3,138,45,0,0,0,0,0,12,2008,173000,12,12
70,60.0,7200,1,4,3,7,9,2007,0.0,4,4,4,4,1,5,350.0,4,210.0,0.0,560.0,5,560,0,1.0,0.0,1,0,3,1,6,0,1971.0,576.0,3,3,256,0,0,0,0,0,0,4,2009,155000,16,16
30,60.0,10230,1,4,3,5,7,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,1054.0,1054.0,5,0,0,0.0,0.0,1,0,3,1,6,0,1987.0,264.0,3,3,0,0,0,0,112,0,0,12,2009,125000,9,9
60,74.0,8834,1,4,3,9,5,2005,216.0,4,3,5,3,1,6,1170.0,1,0.0,292.0,1462.0,5,762,0,1.0,0.0,2,1,4,1,10,1,2004.0,738.0,3,3,184,0,0,0,0,0,0,6,2009,350000,12,15
